Meßstelle;Meßdatum;Abstich;GW-Stand ( m NN );UTM_X;UTM_Y;Hoehe_ROK;Gelaendehoehe
AP-014;03.02.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;05.02.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;06.02.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;07.02.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;08.02.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;10.02.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;11.02.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;12.02.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;13.02.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;14.02.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;17.02.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;18.02.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;19.02.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;20.02.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;21.02.2019;1,69;72,00;32601751,24;5791562,127;73,69;73,1
AP-014;22.02.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;24.02.2019;1,71;71,98;32601751,24;5791562,127;73,69;73,1
AP-014;27.02.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;01.03.2019;1,71;71,98;32601751,24;5791562,127;73,69;73,1
AP-014;03.03.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;04.03.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;05.03.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;07.03.2019;1,69;72,00;32601751,24;5791562,127;73,69;73,1
AP-014;08.03.2019;1,73;71,96;32601751,24;5791562,127;73,69;73,1
AP-014;09.03.2019;1,72;71,97;32601751,24;5791562,127;73,69;73,1
AP-014;10.03.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;11.03.2019;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;12.03.2019;1,54;72,15;32601751,24;5791562,127;73,69;73,1
AP-014;13.03.2019;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;14.03.2019;1,54;72,15;32601751,24;5791562,127;73,69;73,1
AP-014;15.03.2019;1,50;72,19;32601751,24;5791562,127;73,69;73,1
AP-014;16.03.2019;1,51;72,18;32601751,24;5791562,127;73,69;73,1
AP-014;17.03.2019;1,49;72,20;32601751,24;5791562,127;73,69;73,1
AP-014;18.03.2019;1,52;72,17;32601751,24;5791562,127;73,69;73,1
AP-014;19.03.2019;1,54;72,15;32601751,24;5791562,127;73,69;73,1
AP-014;20.03.2019;1,56;72,13;32601751,24;5791562,127;73,69;73,1
AP-014;21.03.2019;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;22.03.2019;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;23.03.2019;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;27.03.2019;1,60;72,09;32601751,24;5791562,127;73,69;73,1
AP-014;28.03.2019;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;31.03.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;01.04.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;02.04.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;03.04.2019;1,62;72,07;32601751,24;5791562,127;73,69;73,1
AP-014;04.04.2019;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;05.04.2019;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;07.04.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;08.04.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;09.04.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;10.04.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;11.04.2019;1,69;72,00;32601751,24;5791562,127;73,69;73,1
AP-014;12.04.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;15.04.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;17.04.2019;1,72;71,97;32601751,24;5791562,127;73,69;73,1
AP-014;18.04.2019;1,73;71,96;32601751,24;5791562,127;73,69;73,1
AP-014;19.04.2019;1,74;71,95;32601751,24;5791562,127;73,69;73,1
AP-014;20.04.2019;1,75;71,94;32601751,24;5791562,127;73,69;73,1
AP-014;23.04.2019;1,76;71,93;32601751,24;5791562,127;73,69;73,1
AP-014;24.04.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;25.04.2019;1,80;71,89;32601751,24;5791562,127;73,69;73,1
AP-014;27.04.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;28.04.2019;1,74;71,95;32601751,24;5791562,127;73,69;73,1
AP-014;29.04.2019;1,72;71,97;32601751,24;5791562,127;73,69;73,1
AP-014;30.04.2019;1,71;71,98;32601751,24;5791562,127;73,69;73,1
AP-014;01.05.2019;1,72;71,97;32601751,24;5791562,127;73,69;73,1
AP-014;02.05.2019;1,73;71,96;32601751,24;5791562,127;73,69;73,1
AP-014;03.05.2019;1,75;71,94;32601751,24;5791562,127;73,69;73,1
AP-014;04.05.2019;1,76;71,93;32601751,24;5791562,127;73,69;73,1
AP-014;05.05.2019;1,79;71,90;32601751,24;5791562,127;73,69;73,1
AP-014;08.05.2019;1,77;71,92;32601751,24;5791562,127;73,69;73,1
AP-014;09.05.2019;1,74;71,95;32601751,24;5791562,127;73,69;73,1
AP-014;10.05.2019;1,76;71,93;32601751,24;5791562,127;73,69;73,1
AP-014;11.05.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;12.05.2019;1,80;71,89;32601751,24;5791562,127;73,69;73,1
AP-014;13.05.2019;1,82;71,87;32601751,24;5791562,127;73,69;73,1
AP-014;16.05.2019;1,80;71,89;32601751,24;5791562,127;73,69;73,1
AP-014;17.05.2019;1,77;71,92;32601751,24;5791562,127;73,69;73,1
AP-014;18.05.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;19.05.2019;1,80;71,89;32601751,24;5791562,127;73,69;73,1
AP-014;20.05.2019;1,82;71,87;32601751,24;5791562,127;73,69;73,1
AP-014;21.05.2019;1,75;71,94;32601751,24;5791562,127;73,69;73,1
AP-014;23.05.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;24.05.2019;1,79;71,90;32601751,24;5791562,127;73,69;73,1
AP-014;25.05.2019;1,81;71,88;32601751,24;5791562,127;73,69;73,1
AP-014;26.05.2019;1,82;71,87;32601751,24;5791562,127;73,69;73,1
AP-014;27.05.2019;1,84;71,85;32601751,24;5791562,127;73,69;73,1
AP-014;28.05.2019;1,86;71,83;32601751,24;5791562,127;73,69;73,1
AP-014;29.05.2019;1,89;71,80;32601751,24;5791562,127;73,69;73,1
AP-014;31.05.2019;1,90;71,79;32601751,24;5791562,127;73,69;73,1
AP-014;01.06.2019;1,91;71,78;32601751,24;5791562,127;73,69;73,1
AP-014;02.06.2019;1,93;71,76;32601751,24;5791562,127;73,69;73,1
AP-014;03.06.2019;1,94;71,75;32601751,24;5791562,127;73,69;73,1
AP-014;04.06.2019;1,90;71,79;32601751,24;5791562,127;73,69;73,1
AP-014;05.06.2019;1,91;71,78;32601751,24;5791562,127;73,69;73,1
AP-014;06.06.2019;1,95;71,74;32601751,24;5791562,127;73,69;73,1
AP-014;07.06.2019;1,96;71,73;32601751,24;5791562,127;73,69;73,1
AP-014;08.06.2019;1,88;71,81;32601751,24;5791562,127;73,69;73,1
AP-014;09.06.2019;1,86;71,83;32601751,24;5791562,127;73,69;73,1
AP-014;11.06.2019;1,88;71,81;32601751,24;5791562,127;73,69;73,1
AP-014;12.06.2019;1,84;71,85;32601751,24;5791562,127;73,69;73,1
AP-014;14.06.2019;1,89;71,80;32601751,24;5791562,127;73,69;73,1
AP-014;15.06.2019;1,91;71,78;32601751,24;5791562,127;73,69;73,1
AP-014;16.06.2019;1,94;71,75;32601751,24;5791562,127;73,69;73,1
AP-014;17.06.2019;1,96;71,73;32601751,24;5791562,127;73,69;73,1
AP-014;18.06.2019;1,98;71,71;32601751,24;5791562,127;73,69;73,1
AP-014;19.06.2019;2,00;71,69;32601751,24;5791562,127;73,69;73,1
AP-014;20.06.2019;1,98;71,71;32601751,24;5791562,127;73,69;73,1
AP-014;21.06.2019;1,97;71,72;32601751,24;5791562,127;73,69;73,1
AP-014;22.06.2019;1,99;71,70;32601751,24;5791562,127;73,69;73,1
AP-014;23.06.2019;2,02;71,67;32601751,24;5791562,127;73,69;73,1
AP-014;24.06.2019;2,05;71,64;32601751,24;5791562,127;73,69;73,1
AP-014;25.06.2019;2,07;71,62;32601751,24;5791562,127;73,69;73,1
AP-014;26.06.2019;2,10;71,59;32601751,24;5791562,127;73,69;73,1
AP-014;27.06.2019;2,12;71,57;32601751,24;5791562,127;73,69;73,1
AP-014;28.06.2019;2,13;71,56;32601751,24;5791562,127;73,69;73,1
AP-014;29.06.2019;2,14;71,55;32601751,24;5791562,127;73,69;73,1
AP-014;30.06.2019;2,16;71,53;32601751,24;5791562,127;73,69;73,1
AP-014;01.07.2019;2,18;71,51;32601751,24;5791562,127;73,69;73,1
AP-014;02.07.2019;2,20;71,49;32601751,24;5791562,127;73,69;73,1
AP-014;04.07.2019;2,21;71,48;32601751,24;5791562,127;73,69;73,1
AP-014;05.07.2019;2,22;71,47;32601751,24;5791562,127;73,69;73,1
AP-014;06.07.2019;2,23;71,46;32601751,24;5791562,127;73,69;73,1
AP-014;08.07.2019;2,24;71,45;32601751,24;5791562,127;73,69;73,1
AP-014;10.07.2019;2,25;71,44;32601751,24;5791562,127;73,69;73,1
AP-014;11.07.2019;2,26;71,43;32601751,24;5791562,127;73,69;73,1
AP-014;13.07.2019;2,22;71,47;32601751,24;5791562,127;73,69;73,1
AP-014;14.07.2019;2,20;71,49;32601751,24;5791562,127;73,69;73,1
AP-014;15.07.2019;2,19;71,50;32601751,24;5791562,127;73,69;73,1
AP-014;17.07.2019;2,21;71,48;32601751,24;5791562,127;73,69;73,1
AP-014;18.07.2019;2,23;71,46;32601751,24;5791562,127;73,69;73,1
AP-014;19.07.2019;2,26;71,43;32601751,24;5791562,127;73,69;73,1
AP-014;20.07.2019;2,27;71,42;32601751,24;5791562,127;73,69;73,1
AP-014;22.07.2019;2,28;71,41;32601751,24;5791562,127;73,69;73,1
AP-014;23.07.2019;2,29;71,40;32601751,24;5791562,127;73,69;73,1
AP-014;24.07.2019;2,31;71,38;32601751,24;5791562,127;73,69;73,1
AP-014;25.07.2019;2,32;71,37;32601751,24;5791562,127;73,69;73,1
AP-014;26.07.2019;2,34;71,35;32601751,24;5791562,127;73,69;73,1
AP-014;27.07.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;28.07.2019;2,36;71,33;32601751,24;5791562,127;73,69;73,1
AP-014;30.07.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;01.08.2019;2,26;71,43;32601751,24;5791562,127;73,69;73,1
AP-014;02.08.2019;2,23;71,46;32601751,24;5791562,127;73,69;73,1
AP-014;04.08.2019;2,20;71,49;32601751,24;5791562,127;73,69;73,1
AP-014;05.08.2019;2,17;71,52;32601751,24;5791562,127;73,69;73,1
AP-014;06.08.2019;2,11;71,58;32601751,24;5791562,127;73,69;73,1
AP-014;07.08.2019;2,06;71,63;32601751,24;5791562,127;73,69;73,1
AP-014;09.08.2019;2,07;71,62;32601751,24;5791562,127;73,69;73,1
AP-014;10.08.2019;2,08;71,61;32601751,24;5791562,127;73,69;73,1
AP-014;11.08.2019;2,10;71,59;32601751,24;5791562,127;73,69;73,1
AP-014;12.08.2019;2,12;71,57;32601751,24;5791562,127;73,69;73,1
AP-014;13.08.2019;2,13;71,56;32601751,24;5791562,127;73,69;73,1
AP-014;14.08.2019;2,14;71,55;32601751,24;5791562,127;73,69;73,1
AP-014;16.08.2019;2,13;71,56;32601751,24;5791562,127;73,69;73,1
AP-014;18.08.2019;2,12;71,57;32601751,24;5791562,127;73,69;73,1
AP-014;19.08.2019;2,11;71,58;32601751,24;5791562,127;73,69;73,1
AP-014;20.08.2019;2,12;71,57;32601751,24;5791562,127;73,69;73,1
AP-014;21.08.2019;2,14;71,55;32601751,24;5791562,127;73,69;73,1
AP-014;22.08.2019;2,16;71,53;32601751,24;5791562,127;73,69;73,1
AP-014;23.08.2019;2,18;71,51;32601751,24;5791562,127;73,69;73,1
AP-014;24.08.2019;2,20;71,49;32601751,24;5791562,127;73,69;73,1
AP-014;25.08.2019;2,21;71,48;32601751,24;5791562,127;73,69;73,1
AP-014;26.08.2019;2,23;71,46;32601751,24;5791562,127;73,69;73,1
AP-014;27.08.2019;2,24;71,45;32601751,24;5791562,127;73,69;73,1
AP-014;29.08.2019;2,25;71,44;32601751,24;5791562,127;73,69;73,1
AP-014;30.08.2019;2,23;71,46;32601751,24;5791562,127;73,69;73,1
AP-014;01.09.2019;2,25;71,44;32601751,24;5791562,127;73,69;73,1
AP-014;02.09.2019;2,26;71,43;32601751,24;5791562,127;73,69;73,1
AP-014;03.09.2019;2,27;71,42;32601751,24;5791562,127;73,69;73,1
AP-014;05.09.2019;2,29;71,40;32601751,24;5791562,127;73,69;73,1
AP-014;07.09.2019;2,30;71,39;32601751,24;5791562,127;73,69;73,1
AP-014;11.09.2019;2,31;71,38;32601751,24;5791562,127;73,69;73,1
AP-014;12.09.2019;2,32;71,37;32601751,24;5791562,127;73,69;73,1
AP-014;13.09.2019;2,34;71,35;32601751,24;5791562,127;73,69;73,1
AP-014;14.09.2019;2,34;71,35;32601751,24;5791562,127;73,69;73,1
AP-014;15.09.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;16.09.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;17.09.2019;2,34;71,35;32601751,24;5791562,127;73,69;73,1
AP-014;18.09.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;19.09.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;20.09.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;21.09.2019;2,36;71,33;32601751,24;5791562,127;73,69;73,1
AP-014;22.09.2019;2,37;71,32;32601751,24;5791562,127;73,69;73,1
AP-014;23.09.2019;2,37;71,32;32601751,24;5791562,127;73,69;73,1
AP-014;24.09.2019;2,37;71,32;32601751,24;5791562,127;73,69;73,1
AP-014;25.09.2019;2,36;71,33;32601751,24;5791562,127;73,69;73,1
AP-014;26.09.2019;2,35;71,34;32601751,24;5791562,127;73,69;73,1
AP-014;27.09.2019;2,33;71,36;32601751,24;5791562,127;73,69;73,1
AP-014;28.09.2019;2,30;71,39;32601751,24;5791562,127;73,69;73,1
AP-014;29.09.2019;2,27;71,42;32601751,24;5791562,127;73,69;73,1
AP-014;30.09.2019;2,23;71,46;32601751,24;5791562,127;73,69;73,1
AP-014;01.10.2019;2,19;71,50;32601751,24;5791562,127;73,69;73,1
AP-014;02.10.2019;2,11;71,58;32601751,24;5791562,127;73,69;73,1
AP-014;03.10.2019;2,05;71,64;32601751,24;5791562,127;73,69;73,1
AP-014;04.10.2019;2,00;71,69;32601751,24;5791562,127;73,69;73,1
AP-014;05.10.2019;1,88;71,81;32601751,24;5791562,127;73,69;73,1
AP-014;06.10.2019;1,83;71,86;32601751,24;5791562,127;73,69;73,1
AP-014;07.10.2019;1,82;71,87;32601751,24;5791562,127;73,69;73,1
AP-014;08.10.2019;1,80;71,89;32601751,24;5791562,127;73,69;73,1
AP-014;09.10.2019;1,79;71,90;32601751,24;5791562,127;73,69;73,1
AP-014;10.10.2019;1,74;71,95;32601751,24;5791562,127;73,69;73,1
AP-014;11.10.2019;1,74;71,95;32601751,24;5791562,127;73,69;73,1
AP-014;12.10.2019;1,77;71,92;32601751,24;5791562,127;73,69;73,1
AP-014;13.10.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;14.10.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;15.10.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;16.10.2019;1,72;71,97;32601751,24;5791562,127;73,69;73,1
AP-014;17.10.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;18.10.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;19.10.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;20.10.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;21.10.2019;1,69;72,00;32601751,24;5791562,127;73,69;73,1
AP-014;22.10.2019;1,71;71,98;32601751,24;5791562,127;73,69;73,1
AP-014;23.10.2019;1,71;71,98;32601751,24;5791562,127;73,69;73,1
AP-014;24.10.2019;1,71;71,98;32601751,24;5791562,127;73,69;73,1
AP-014;25.10.2019;1,75;71,94;32601751,24;5791562,127;73,69;73,1
AP-014;26.10.2019;1,75;71,94;32601751,24;5791562,127;73,69;73,1
AP-014;27.10.2019;1,77;71,92;32601751,24;5791562,127;73,69;73,1
AP-014;28.10.2019;1,77;71,92;32601751,24;5791562,127;73,69;73,1
AP-014;29.10.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;30.10.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;31.10.2019;1,78;71,91;32601751,24;5791562,127;73,69;73,1
AP-014;01.11.2019;1,76;71,93;32601751,24;5791562,127;73,69;73,1
AP-014;02.11.2019;1,70;71,99;32601751,24;5791562,127;73,69;73,1
AP-014;03.11.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;04.11.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;05.11.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;06.11.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;07.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;08.11.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;09.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;10.11.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;11.11.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;12.11.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;13.11.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;14.11.2019;1,69;72,00;32601751,24;5791562,127;73,69;73,1
AP-014;15.11.2019;1,69;72,00;32601751,24;5791562,127;73,69;73,1
AP-014;16.11.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;17.11.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;18.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;19.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;20.11.2019;1,62;72,07;32601751,24;5791562,127;73,69;73,1
AP-014;21.11.2019;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;22.11.2019;1,60;72,09;32601751,24;5791562,127;73,69;73,1
AP-014;23.11.2019;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;24.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;25.11.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;26.11.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;27.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;28.11.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;29.11.2019;1,65;72,04;32601751,24;5791562,127;73,69;73,1
AP-014;30.11.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;01.12.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;02.12.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;03.12.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;04.12.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;05.12.2019;1,67;72,02;32601751,24;5791562,127;73,69;73,1
AP-014;06.12.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;07.12.2019;1,66;72,03;32601751,24;5791562,127;73,69;73,1
AP-014;08.12.2019;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;09.12.2019;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;10.12.2019;1,68;72,01;32601751,24;5791562,127;73,69;73,1
AP-014;11.12.2019;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;12.12.2019;1,50;72,19;32601751,24;5791562,127;73,69;73,1
AP-014;13.12.2019;1,50;72,19;32601751,24;5791562,127;73,69;73,1
AP-014;14.12.2019;1,53;72,16;32601751,24;5791562,127;73,69;73,1
AP-014;15.12.2019;1,53;72,16;32601751,24;5791562,127;73,69;73,1
AP-014;16.12.2019;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;17.12.2019;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;18.12.2019;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;19.12.2019;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;20.12.2019;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;21.12.2019;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;22.12.2019;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;23.12.2019;1,60;72,09;32601751,24;5791562,127;73,69;73,1
AP-014;24.12.2019;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;25.12.2019;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;26.12.2019;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;27.12.2019;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;28.12.2019;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;29.12.2019;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;30.12.2019;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;31.12.2019;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;01.01.2020;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;02.01.2020;1,62;72,07;32601751,24;5791562,127;73,69;73,1
AP-014;03.01.2020;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;04.01.2020;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;05.01.2020;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;06.01.2020;1,56;72,13;32601751,24;5791562,127;73,69;73,1
AP-014;07.01.2020;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;08.01.2020;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;09.01.2020;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;10.01.2020;1,54;72,15;32601751,24;5791562,127;73,69;73,1
AP-014;11.01.2020;1,56;72,13;32601751,24;5791562,127;73,69;73,1
AP-014;12.01.2020;1,56;72,13;32601751,24;5791562,127;73,69;73,1
AP-014;13.01.2020;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;14.01.2020;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;15.01.2020;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;16.01.2020;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;17.01.2020;1,60;72,09;32601751,24;5791562,127;73,69;73,1
AP-014;18.01.2020;1,61;72,08;32601751,24;5791562,127;73,69;73,1
AP-014;19.01.2020;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;20.01.2020;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;21.01.2020;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;22.01.2020;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;23.01.2020;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;24.01.2020;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;25.01.2020;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;26.01.2020;1,64;72,05;32601751,24;5791562,127;73,69;73,1
AP-014;27.01.2020;1,63;72,06;32601751,24;5791562,127;73,69;73,1
AP-014;28.01.2020;1,57;72,12;32601751,24;5791562,127;73,69;73,1
AP-014;29.01.2020;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;30.01.2020;1,59;72,10;32601751,24;5791562,127;73,69;73,1
AP-014;31.01.2020;1,60;72,09;32601751,24;5791562,127;73,69;73,1
AP-014;01.02.2020;1,58;72,11;32601751,24;5791562,127;73,69;73,1
AP-014;02.02.2020;1,55;72,14;32601751,24;5791562,127;73,69;73,1
AP-014;03.02.2020;1,48;72,21;32601751,24;5791562,127;73,69;73,1
AP-014;04.02.2020;1,43;72,26;32601751,24;5791562,127;73,69;73,1
AP-014;05.02.2020;1,48;72,21;32601751,24;5791562,127;73,69;73,1
AP-014;06.02.2020;1,50;72,19;32601751,24;5791562,127;73,69;73,1
AP-014;07.02.2020;1,52;72,17;32601751,24;5791562,127;73,69;73,1
AP-014;08.02.2020;1,53;72,16;32601751,24;5791562,127;73,69;73,1
AP-014;09.02.2020;1,52;72,17;32601751,24;5791562,127;73,69;73,1
AP-014;10.02.2020;1,45;72,24;32601751,24;5791562,127;73,69;73,1
AP-014;11.02.2020;1,39;72,30;32601751,24;5791562,127;73,69;73,1
AP-014;12.02.2020;1,42;72,27;32601751,24;5791562,127;73,69;73,1
AP-014;13.02.2020;1,44;72,25;32601751,24;5791562,127;73,69;73,1
AP-014;14.02.2020;1,44;72,25;32601751,24;5791562,127;73,69;73,1
AP-014;15.02.2020;1,44;72,25;32601751,24;5791562,127;73,69;73,1
AP-014;16.02.2020;1,45;72,24;32601751,24;5791562,127;73,69;73,1
AP-014;17.02.2020;1,48;72,21;32601751,24;5791562,127;73,69;73,1
AP-014;18.02.2020;1,47;72,22;32601751,24;5791562,127;73,69;73,1
AP-014;19.02.2020;1,45;72,24;32601751,24;5791562,127;73,69;73,1
AP-014;20.02.2020;1,44;72,25;32601751,24;5791562,127;73,69;73,1
AP-014;21.02.2020;1,46;72,23;32601751,24;5791562,127;73,69;73,1
AP-014;22.02.2020;1,47;72,22;32601751,24;5791562,127;73,69;73,1
AP-014;23.02.2020;1,37;72,32;32601751,24;5791562,127;73,69;73,1
AP-014;24.02.2020;1,30;72,39;32601751,24;5791562,127;73,69;73,1
AP-014;25.02.2020;1,26;72,43;32601751,24;5791562,127;73,69;73,1
AP-014;26.02.2020;1,25;72,44;32601751,24;5791562,127;73,69;73,1
AP-014;27.02.2020;1,23;72,46;32601751,24;5791562,127;73,69;73,1
AP-014;28.02.2020;1,28;72,41;32601751,24;5791562,127;73,69;73,1
AP-014;29.02.2020;1,23;72,46;32601751,24;5791562,127;73,69;73,1
